YNL316C	YOL082W
YDR523C	YJR132W
YMR196W	YNR031C
YGL090W	YLR288C
YCR084C	YLR071C
YDL035C	YPL268W
YBR267W	YKR048C
YHL014C	YOR133W
YDR365C	YLR075W
YBR058C	YCR073W-A
YEL018W	YNL255C
YFL001W	YGL180W
YLL039C	YLR380W
YMR168C	YPL268W
YBR011C	YLL060C
YCL008C	YPL065W
YAR027W	YNL125C
YDL098C	YDR378C
YFR004W	YMR083W
YGL014W	YLR435W
YLR342W	YNL020C
YDR167W	YOL135C
YDR106W	YLR222C
YHR179W	YOL013C
YGL253W	YOL097C
YBR049C	YGR274C
YMR263W	YNL330C
YEL026W	YLR398C
YDR479C	YLR082C
YFR014C	YNL272C
YDR170C	YIL109C
YBR194W	YPR024W
YIL084C	YNL330C
YHR196W	YPR112C
YGL233W	YPL240C
YCR088W	YDR342C
YPL069C	YPL240C
YBR059C	YOR239W
YBL093C	YPR168W
YIR010W	YLR264W
YDR171W	YFL037W
YBR041W	YMR152W
YLR262C	YNL263C
YNL255C	YOL054W
YAL024C	YNL085W
YLR429W	YNL073W
YAR002W	YJL041W
YGL253W	YLL039C
YCR073C	YGR142W
YDL002C	YPL235W
YBR107C	YOL091W
YFR009W	YGR234W
YBR130C	YOR181W
YLL048C	YMR106C
YIL009W	YLL039C
YLL045C	YML029W
YHR135C	YML035C
YBL072C	YCL037C
YBL025W	YDR247W
YGL180W	YOR204W
YDL035C	YNL229C
YHR165C	YMR240C
YPL004C	YPL074W
YGR027C	YIL095W
YBR207W	YKR007W
YLR199C	YPL004C
YEL053C	YOR032C
YKL149C	YOL016C
YBL016W	YLR310C
YLL050C	YML064C
YDR379W	YFR028C
YDL098C	YER172C
YER028C	YPL240C
YGL059W	YNL074C
YMR194W	YOR063W
YGL126W	YPL161C
YDL150W	YJL011C
YGL090W	YOR005C
YDR443C	YFL028C
YFR001W	YLR449W
YDL160C	YKL054C
YHL007C	YNL027W
YKL156W	YLL039C
YFR004W	YLR075W
YBR106W	YHR094C
YDR141C	YPL037C
YKL080W	YML064C
YDL019C	YHR135C
YLL039C	YPL122C
YGR082W	YOR039W
YLR449W	YML065W
YBR189W	YNL124W
YBR194W	YNL255C
YML065W	YPR104C
YMR213W	YPL151C
YDR032C	YGR121C
YDL083C	YNL096C
YBL007C	YGL215W
YJL187C	YLR350W
YJL034W	YOR254C
YDR224C	YMR284W
YDL014W	YDL208W
YFR004W	YGR185C
YDR123C	YOL108C
YFR004W	YJR121W
YBR049C	YJR145C
YGR275W	YHR097C
YDR335W	YOL016C
YBL002W	YDL156W
YML133C	YNL255C
YDL015C	YKL182W
YLR394W	YMR224C
YCR086W	YML034W
YAL038W	YFR004W
YOR117W	YOR340C
YAL034W-A	YML032C
YOR204W	YPR041W
YBL016W	YDR152W
YCR086W	YLR117C
YDL030W	YPL151C
YFL037W	YOR117W
YAL047C	YIL149C
YLR453C	YNL216W
YKR081C	YLL045C
YGL158W	YML035C
YBL007C	YHR016C
YDL100C	YOR164C
YCR007C	YDR107C
YBR183W	YGR060W
YBL003C	YJR082C
YGR113W	YJL036W
YDR457W	YLL039C
YDR418W	YOR063W
YAL035W	YLL045C
YGR054W	YOR204W
YMR026C	YOL044W
YDL065C	YDR265W
YBR154C	YJL140W
YOR348C	YPL240C
YDL065C	YLR071C
YBR207W	YER166W
YDL083C	YOR063W
YLR065C	YNL255C
YHR068W	YPR095C
YGL180W	YPR115W
YDR443C	YKL166C
YBR016W	YLL039C
YDR364C	YPL178W
YIR010W	YPL235W
YJR006W	YNL218W
YJL019W	YPL200W
YGL237C	YPR085C
YDR212W	YFR004W
YFR011C	YNL255C
YOL005C	YPL248C
TR(ACG)J	YDR341C
YBR079C	YMR186W
YER164W	YOR319W
YPL151C	YPR152C
YDR357C	YLR423C
YAL038W	YJL039C
YHR102W	YNL267W
YCL025C	YMR215W
YBR193C	YNR010W
YFL039C	YLL026W
YKL143W	YPL239W
YJR144W	YNL312W
YPL231W	YPR152C
YML102W	YNL206C
YGL245W	YPL144W
YBR105C	YGL227W
YLR103C	YMR043W
YCR086W	YFR028C
YDR188W	YDR523C
YDL208W	YNL124W
YKL048C	YMR235C
YGR135W	YPL144W
YGL086W	YIL149C
YDL064W	YKL042W
YBL082C	YBR193C
YKR081C	YPL141C
YBR072W	YDL239C
YER036C	YHR079C
YNL307C	YPL240C
YGL025C	YGR104C
YAL034W-A	YBR107C
YFR004W	YGR192C
YDR172W	YIR010W
YKR008W	YLL039C
YDL014W	YML010W
YGR130C	YNR029C
YBR023C	YJR117W
YDL101C	YLR098C
YCL067C	YCR097W
YAL015C	YMR146C
YCR073W-A	YNL307C
YNL255C	YNL333W
YHR016C	YMR192W
YDR422C	YER162C
YLR075W	YMR142C
YDL060W	YKL054C
YLR117C	YNL255C
YCR067C	YPL218W
YBL007C	YBL105C
YDR335W	YKL068W
YNL005C	YOR204W
YDL030W	YMR125W
YJR062C	YKL085W
YHR197W	YKR081C
YCR020W-B	YIL033C
YFR004W	YOR283W
YIR010W	YPR034W
YGL211W	YNL119W
YLR424W	YPL018W
YLR417W	YPL065W
YDR418W	YOL127W
YBR072W	YOR267C
YOL117W	YOR361C
YCL037C	YLR256W
YDL209C	YER013W
YLR442C	YMR223W
YIR010W	YNL330C
YKL012W	YML046W
YDL006W	YDR167W
YBL003C	YDL051W
YDR386W	YMR226C
YHR016C	YMR255W
YMR242C	YOR117W
YGL180W	YHL009C
YGL129C	YJR113C
YDR207C	YKL185W
YEL034W	YOL059W
YJR145C	YLL039C
YDR182W	YLL039C
YHR083W	YNL070W
YBR119W	YPL178W
YER012W	YMR314W
YBR189W	YGL031C
YHR135C	YPL071C
YGL051W	YPL076W
YGR126W	YNL154C
YIL039W	YLR429W
YLR438C-A	YMR142C
YEL026W	YMR031C
YFR010W	YFR052W
YKL190W	YOR315W
YFL025C	YLR083C
YNL255C	YPL110C
YDR383C	YML051W
YDL030W	YDR482C
YFL039C	YJL081C
YJL098W	YNL255C
YGL150C	YOR355W
YAL030W	YBR200W
YDL047W	YJL111W
YGL245W	YJR094W-A
YGL147C	YNL255C
YLR084C	YOR301W
YCL059C	YDR457W
YGL005C	YMR186W
YDR006C	YOR117W
YDL075W	YOR063W
YDR427W	YGL201C
YLR247C	YOR028C
YHR135C	YKL121W
YHR039C	YMR292W
YBR207W	YLL048C
YBR130C	YGR274C
YKL201C	YNL255C
YBR031W	YLR441C
YHR135C	YOR070C
YKL119C	YLR447C
YHR102W	YNL161W
YCR012W	YPR152C
YDR335W	YLR293C
YDR388W	YPL235W
YML069W	YML107C
YNL255C	YPL271W
YDL072C	YML029W
YMR154C	YOR110W
YNL217W	YNL307C
YDR224C	YJR145C
YGR092W	YNL155W
YGR003W	YOL133W
YLL039C	YLR270W
YAR027W	YLR350W
YDR443C	YGL025C
YML010W	YPR086W
YDL047W	YMR028W
YDL078C	YKR025W
YAL043C	YBL101C
YDL031W	YOL127W
YGL179C	YJR154W
YJL013C	YNL172W
YLR332W	YMR109W
YGR129W	YLR424W
YGR129W	YKR086W
YGL200C	YGR138C
YLR304C	YMR072W
YHR197W	YPR102C
YAL043C	YHR135C
YCR068W	YDR331W
YKL192C	YOR124C
YEL026W	YNL155W
YIL107C	YJL187C
YDR097C	YPL235W
YBR202W	YMR043W
YDL014W	YFR004W
YKL009W	YNL301C
YGL059W	YGR008C
YDR227W	YLR278C
YDL055C	YIL094C
YOR181W	YPR154W
YBL016W	YGR237C
YGR097W	YNL207W
YDL075W	YOL127W
YDR172W	YNL251C
YFL037W	YGR155W
YGL209W	YJL187C
YDR224C	YJL081C
YIL142W	YJR070C
YBR041W	YKL094W
YJR066W	YOR181W
YDR388W	YOR284W
YEL055C	YPL126W
YGL112C	YPL248C
YDR412W	YDR418W
YDR388W	YMR162C
YAL024C	YDR516C
YER128W	YLR181C
YGL040C	YLL039C
YLL039C	YOL137W
YNL064C	YPL233W
YNL307C	YOL130W
YJL030W	YPL058C
YGL116W	YPR007C
YBL093C	YMR112C
YER118C	YOR311C
YGL059W	YGR038W
YGR275W	YLR357W
YHL050C	YNL255C
YGR085C	YNL112W
YLR359W	YOR361C
YCR086W	YGR126W
YLR448W	YPR143W
YBR023C	YLL039C
YFL037W	YNL223W
YNL044W	YNL304W
YBL072C	YNL207W
YHL007C	YKL129C
YJL039C	YLR018C
YNL273W	YOL006C
YOR290C	YOR369C
YFR028C	YOR275C
YML086C	YPL004C
YLR007W	YNL255C
YER172C	YPL105C
YBL005W	YPL240C
YMR314W	YPL144W
YAR027W	YLR018C
YJL140W	YOL005C
YMR216C	YNL277W
YER148W	YMR125W
YGL242C	YKR099W
YOR254C	YPL076W
YGR252W	YHR079C
YAL024C	YDR232W
YJL123C	YOL109W
YBR194W	YKL060C
YJR082C	YOL061W
YML065W	YPR052C
YBR097W	YPL120W
YAL016W	YFR028C
YOR361C	YPL001W
YDR443C	YPR168W
YEL018W	YHR099W
YCR073C	YNR031C
YHL042W	YOR127W
YGR158C	YOL021C
YGR214W	YLL036C
YAL005C	YCL037C
YMR114C	YNL255C
YCR086W	YDL014W
YHR060W	YNL255C
YBR175W	YMR190C
YER172C	YGR075C
YGL011C	YHR052W
YDL190C	YLL039C
YGR060W	YKL065C
YHR042W	YLL039C
YER012W	YMR276W
YDR167W	YMR236W
YML083C	YOR233W
YBL003C	YDR496C
YKR079C	YNL161W
YDL055C	YLR048W
YBL007C	YDR423C
Q0130	YLR203C
YMR119W	YNL008C
YCL024W	YLL039C
YBR109C	YLR212C
YBL023C	YNL307C
YCR063W	YHR165C
YCR012W	YDR378C
YFR004W	YGR232W
YJL030W	YOR026W
YDL209C	YKL095W
YHR197W	YMR229C
YGR252W	YKR008W
YNR023W	YOR290C
YGL059W	YIL107C
YGL180W	YNL125C
YBL072C	YBR189W
YDR240C	YMR125W
YHR102W	YOR353C
YGL066W	YGR274C
YHR079C	YPR091C
YHR157W	YOR231W
YBL038W	YCL014W
YOR273C	YPL004C
YAL009W	YHR004C
YBR041W	YKL140W
YDR043C	YIL035C
YAL016W	YOR081C
YBR155W	YLL026W
YDR032C	YGR130C
YOR063W	YPR154W
YKL146W	YPL026C
YDL204W	YNL154C
YJL041W	YPL240C
YAL005C	YLL039C
YFR052W	YMR276W
YDR208W	YGL180W
YDR035W	YLR355C
YKL009W	YNR053C
YDR361C	YJR056C
YGR048W	YPL269W
YNL080C	YNL154C
YAL005C	YGR173W
YJL187C	YKL121W
YER026C	YGR060W
YFL017C	YMR117C
YJR007W	YMR146C
YLL039C	YMR276W
YGL051W	YMR011W
YKL186C	YMR125W
YDR299W	YNL255C
YIR010W	YKL006W
YDL165W	YNL025C
YER105C	YOR098C
YHR079C	YNL065W
YKR081C	YOR267C
YJL081C	YJL098W
YLR439W	YNL252C
YHR022C	YOR032C
YIR008C	YPR019W
YDL209C	YGL174W
YGL059W	YKR048C
YDR123C	YKL135C
YHR058C	YLR071C
YBL002W	YGR067C
YLR287C-A	YLR441C
YIL095W	YJL184W
YDR443C	YER022W
YCR088W	YLR429W
YBL010C	YPL018W
YDR142C	YDR188W
YDR414C	YMR292W
YIL107C	YML065W
YJR007W	YOR260W
YFR004W	YPL111W
YFR014C	YOR271C
YBL003C	YJR145C
YFR001W	YHR052W
YCL024W	YLR314C
YGR215W	YJR101W
YDL065C	YDR244W
YLR424W	YMR229C
YDL075W	YDL083C
YBL016W	YLR259C
YNL255C	YOR042W
YFL022C	YLR293C
YDR388W	YNL243W
YBR109C	YKL122C
YCL011C	YIR010W
YBR031W	YOL061W
YDR002W	YFR004W
YDR497C	YPL058C
YAR007C	YFR013W
YDR293C	YHR135C
YDR101C	YLR449W
YMR186W	YOL029C
YKL160W	YOR039W
YDR092W	YHR115C
YDR176W	YPR008W
YDR399W	YLL039C
YDR153C	YOR036W
YBR220C	YOL016C
YJR123W	YOL040C
YJL187C	YKR079C
YNL069C	YOR117W
YML074C	YNL255C
YDR100W	YLL048C
YDR174W	YML065W
YDR416W	YPL151C
YDR386W	YLL039C
YLR125W	YLR288C
YLR264W	YNL255C
YDR383C	YJL057C
YDR482C	YER013W
YEL055C	YOR294W
YDL156W	YPR161C
YIR017C	YLR423C
YDR412W	YKL009W
YDR012W	YLL045C
YJR057W	YMR270C
YLR186W	YLR438W
YER172C	YKR086W
YGL180W	YOR239W
YBL078C	YGL180W
YNL255C	YPR062W
YGR252W	YOR023C
YGL245W	YNL307C
YGR274C	YHR023W
YJL140W	YOL120C
YBR207W	YJL178C
YDR188W	YNL209W
YJR090C	YOL136C
YDR142C	YIL160C
YGR085C	YIR010W
YGL245W	YPR010C
YLL011W	YMR093W
YHR135C	YJR092W
YMR106C	YPR003C
YLR314C	YMR055C
YER165W	YER172C
YML065W	YNR053C
YDR002W	YOR233W
YIL095W	YJL044C
YBR274W	YPR124W
YER105C	YLR018C
YFR013W	YPL235W
YGL129C	YOR204W
YER162C	YHR165C
YFR004W	YLR192C
YCL059C	YML065W
YBR273C	YKL213C
YMR121C	YNL124W
YGL011C	YOL146W
YBL016W	YDR171W
YBR183W	YPL076W
YAL024C	YFR028C
YCR012W	YGL158W
YHR052W	YHR085W
YHR068W	YJR047C
YDR392W	YPL001W
YDR388W	YOL058W
YGR092W	YMR229C
YAR042W	YJR145C
YDR414C	YGL104C
YOL041C	YOR233W
YML023C	YMR053C
YFR014C	YLR437C
YNL124W	YPL240C
YCR088W	YJR065C
YDL072C	YKL065C
YML091C	YML111W
YER071C	YNL209W
YBR189W	YDR130C
YLL024C	YLR195C
YDR388W	YPR093C
YIL062C	YMR109W
YKL117W	YNL255C
YDL212W	YKL212W
YDR361C	YLL039C
YML010W	YMR229C
YFL049W	YOR290C
YHR164C	YMR190C
YDR194C	YIR010W
YDR308C	YHR058C
YDR440W	YNL106C
YDR322C-A	YPR020W
YAR002W	YDR101C
YFR009W	YNL307C
YNL074C	YNL307C
YDL055C	YLR075W
YDR204W	YLR201C
YCL027W	YNL058C
YDR293C	YGL178W
YFL021W	YKL161C
YOR290C	YPR034W
YBL095W	YJL187C
YBL003C	YPR190C
YDL064W	YJR076C
YBL007C	YKR095W
YBR031W	YMR194W
YOR047C	YPR103W
YBL007C	YGL237C
YDR468C	YOR036W
YHR165C	YLL039C
YGR120C	YLL039C
YFR001W	YGL147C
YMR117C	YPR083W
YDL087C	YGL238W
YDR171W	YJL130C
YLR429W	YPR161C
YHR016C	YKL109W
YIL142W	YLL011W
YDR131C	YPL240C
YDL127W	YDR388W
YJL098W	YNL289W
YKL025C	YNL289W
YLR423C	YPR049C
YLL039C	YLL048C
YGL112C	YMR043W
YEL009C	YER022W
YER146W	YMR268C
YDR036C	YLR397C
YAL027W	YNL106C
YMR203W	YNL055C
YDL065C	YGR052W
YGL190C	YJL111W
YIL075C	YLR421C
YLR034C	YPL076W
YBL052C	YBR274W
YBR189W	YML065W
YLL036C	YPR152C
YHR079C	YLR429W
YBL003C	YLR276C
YGL206C	YLR370C
YER165W	YMR229C
YDR395W	YPR102C
YKR025W	YML065W
YIL062C	YLR370C
YOL058W	YOR117W
YDL075W	YDR412W
YER077C	YMR106C
YDR418W	YIR010W
YBR251W	YNL022C
YLR227C	YOL091W
YJL187C	YNR046W
YFR004W	YNR043W
YMR067C	YPL216W
YJR014W	YLR441C
YDR012W	YEL034W
YCL037C	YMR125W
YDR440W	YOR294W
YDR167W	YIR010W
YHR007C	YIL027C
YIL019W	YJL069C
YGL180W	YNL293W
YKR050W	YKR088C
YGR138C	YOR153W
YFL034W	YNL255C
YFR032C-A	YOL040C
YBR234C	YKL129C
YIR010W	YKR025W
YBL076C	YLR016C
YDR428C	YLL036C
YLR153C	YOR133W
YLR262C	YMR235C
YDR414C	YML038C
YDL115C	YHR135C
YGL011C	YJL088W
YMR236W	YNL255C
YKL028W	YNL255C
YDR200C	YPL130W
YMR207C	YNL255C
YBL011W	YFL033C
YFL024C	YOL012C
YKR072C	YNL255C
YCR011C	YGL098W
YCL034W	YHR114W
YDR427W	YKL145W
YHL042W	YOR254C
YBR031W	YMR049C
YEL055C	YGL237C
YNL096C	YOL040C
YHR191C	YNL255C
YDL030W	YMR240C
YFR028C	YJR033C
YDR032C	YFR004W
YBR229C	YLL039C
YDR012W	YMR242C
YKL060C	YML065W
YMR291W	YPL141C
YDR168W	YPL240C
YAR062W	YMR108W
YIL035C	YML074C
YML110C	YNL154C
YFL049W	YGR275W
YFL023W	YGL180W
YBL105C	YBR166C
YBR247C	YHR169W
YOR043W	YPR030W
YJL218W	YJR121W
YGR229C	YMR294W
YFR004W	YGL026C
YLL039C	YML106W
YJR145C	YLR186W
YGR092W	YML064C
YLR022C	YNL209W
YDL149W	YNL307C
YNL163C	YNL255C
YBR109C	YGL242C
YEL002C	YKL065C
YDR244W	YOL044W
YGR284C	YPL264C
YBL007C	YIR033W
YBR079C	YOL087C
YHR041C	YMR112C
YDR303C	YLL024C
YDR070C	YFL017C
YGR161C	YLL039C
YOR117W	YOR341W
YCL027W	YOR017W
YGL180W	YMR165C
YBR194W	YPL235W
YFR031C-A	YPL009C
YLR370C	YMR109W
YLL023C	YNL044W
YEL051W	YGR120C
YDL047W	YMR205C
YCR042C	YGL112C
YBL003C	YDR207C
YDR388W	YNL086W
YBR154C	YPR086W
YDR293C	YKR028W
YDR212W	YLL011W
YGR199W	YHL042W
YBL016W	YLR342W
YJL187C	YOR101W
YFR004W	YLL026W
YBR200W	YMR183C
YLR264W	YOL149W
YBR107C	YGR052W
YBR031W	YJR145C
YIL019W	YJR002W
YHR135C	YPL171C
YER164W	YML010W
YJL214W	YMR243C
YGR156W	YLR448W
YKR026C	YOR317W
YDR130C	YOL040C
YDR380W	YIL027C
YDR451C	YMR043W
YCL011C	YJR123W
YDL150W	YPR187W
YLL036C	YOR159C
YFL002C	YMR242C
YLR148W	YOL018C
YBL007C	YLR088W
YGL119W	YPL026C
YHR094C	YIR026C
YBR035C	YFR004W
YHR174W	YJL030W
YBL072C	YBR079C
YJL047C	YPR164W
YDR329C	YOR326W
YNL055C	YOL132W
YHR118C	YPL001W
YDR412W	YMR242C
YDR412W	YNL301C
YLR312W-A	YNL005C
YDL031W	YIR010W
YBR114W	YMR190C
YDR284C	YLR083C
YER146W	YOR201C
YKR081C	YML065W
YER022W	YHR058C
YDR258C	YOR326W
YNL255C	YPR137W
YHR114W	YPL246C
YBR114W	YMR226C
YDR174W	YNL255C
YML056C	YOR063W
YCL037C	YDL055C
YJL187C	YNL277W
YDR080W	YGL212W
YBR018C	YMR106C
YJL048C	YPR120C
YER103W	YOR039W
YDR168W	YFR004W
YAR007C	YML069W
YLL039C	YMR243C
YKL191W	YLL039C
YER172C	YLR438C-A
YDR519W	YNL255C
YBL003C	YER116C
YER059W	YLR190W
YNL044W	YNL263C
YLR222C	YNL075W
YJL081C	YNL136W
YNL069C	YNL124W
YDR429C	YMR146C
YBR125C	YPL001W
YBL064C	YNR031C
YDR299W	YNR054C
YBL003C	YCR086W
YDR172W	YLR109W
YDL149W	YER157W
YKL009W	YMR049C
YHR135C	YLR192C
YDR479C	YLR350W
YDR395W	YER165W
YDR158W	YKL166C
YDR412W	YLR448W
YGL201C	YLR103C
YER155C	YOR361C
YAL035W	YDR418W
YDL087C	YML102W
YIR010W	YMR093W
YBL025W	YFR028C
YIL109C	YLR208W
YGR214W	YOR197W
YGR056W	YMR224C
YDR227W	YER105C
YLR060W	YOR355W
YKL166C	YML013W
YDR172W	YFR004W
YBL072C	YDR429C
YML064C	YMR226C
YGR252W	YMR205C
YDR416W	YLR117C
YBL039C	YLL039C
YGR284C	YMR292W
YCL024W	YNL272C
YDL031W	YLR449W
YMR049C	YNL124W
YER015W	YER070W
YDR101C	YHR197W
YBR119W	YDR240C
YAL042W	YIR010W
YLL024C	YLR384C
YMR205C	YPR080W
YFL013C	YIR010W
YHR197W	YOL120C
YCR020W-B	YML127W
YJL030W	YNL218W
YKL180W	YNR053C
YJR145C	YMR229C
YMR172W	YNL255C
YJL014W	YLR220W
YER155C	YPR034W
YDR168W	YFL029C
YJL157C	YLR293C
YDR482C	YPR182W
YLR029C	YNL124W
YER172C	YLR310C
YBR202W	YLL039C
YBL002W	YGR252W
YDR412W	YOL127W
YLL024C	YOL006C
YHR190W	YML008C
YBL003C	YHR052W
YGR214W	YKL010C
YNL154C	YNL272C
YHR164C	YMR224C
YDR390C	YGR048W
YJL130C	YMR308C
YER022W	YLR071C
YGR072W	YLL039C
YGL059W	YMR086W
YDL060W	YOR204W
YDR080W	YLR148W
YBL016W	YLR192C
YBR142W	YDL168W
YFR004W	YOR374W
YDR028C	YNL009W
YLR103C	YPR019W
YFR004W	YKL152C
YBR247C	YLR264W
YKL014C	YMR049C
YLR144C	YLR429W
YFR004W	YNL010W
YNL154C	YNL218W
YFR029W	YHR135C
YDR335W	YFR014C
YDL100C	YLR268W
YJL099W	YPR080W
YGL025C	YOL130W
YJL034W	YOL081W
YHR179W	YLL039C
YAL038W	YIR010W
YBR264C	YLL039C
YKR081C	YMR242C
YDL055C	YFR031C-A
YDR188W	YLR075W
YMR223W	YOL148C
YOR042W	YOR181W
YAL005C	YNL064C
YIL094C	YNL313C
YBR101C	YDR171W
YDR171W	YOL083W
YIL042C	YJL098W
YEL051W	YKL080W
YKL006W	YKL009W
YDR418W	YFR004W
YDL083C	YKL082C
YGR111W	YHR135C
YDL030W	YDL209C
YBR247C	YKL159C
YJR065C	YLR203C
YGL178W	YHR114W
YGR054W	YOL117W
YHR135C	YNL304W
YML064C	YMR106C
YBR031W	YNL069C
YAR042W	YHR195W
YDL030W	YML049C
YJL131C	YPR161C
YDR471W	YNL112W
YGR013W	YML049C
YHR079C	YNL074C
YDL168W	YMR229C
YCL024W	YGR021W
YJL039C	YPR080W
YBR107C	YOL054W
YAL005C	YOR227W
YGL070C	YJL140W
YDR420W	YOR153W
YBL007C	YDR520C
YDR356W	YPL180W
YFR038W	YHR135C
YIR019C	YMR284W
YBL007C	YER118C
YBR155W	YMR216C
YDR105C	YJL178C
YBL016W	YKR080W
YDR301W	YMR061W
YCR021C	YLL039C
YKR006C	YML065W
YGL180W	YPL100W
YBR112C	YDL005C
YKR081C	YNL002C
YBL061C	YGR214W
YJR104C	YKL095W
YNL058C	YNL307C
YJL048C	YLR368W
YBR253W	YPL248C
YDR388W	YHL008C
YCL008C	YHR016C
YGL179C	YJL084C
YHR041C	YOR159C
YIL093C	YNL255C
YKL125W	YPR080W
YDR246W	YDR407C
YLR131C	YNL161W
YEL009C	YPR034W
YOR259C	YPL248C
YLL039C	YOL013C
YHR187W	YLR384C
YGL156W	YLL039C
YDR429C	YNL255C
YGL171W	YLR186W
YKL145W	YMR276W
YDR497C	YDR501W
YBR155W	YEL030W
YBL045C	YPR191W
YLR131C	YNL307C
YAL016W	YBR079C
YMR216C	YOL021C
YGL179C	YKR079C
YDL200C	YHR033W
YFR014C	YIL107C
YDR331W	YNL044W
YJL039C	YKL152C
YFR004W	YMR315W
YNL255C	YPR037C
YIR010W	YOR204W
YGL011C	YGR097W
YLR399C	YOL012C
YJL157C	YJR086W
YJR117W	YPL076W
YOR204W	YPR119W
YBL023C	YPL144W
YGR135W	YLL039C
YBR059C	YDR229W
YFR004W	YML010W
YBR041W	YJL052W
YAR019C	YGR173W
YMR186W	YNL041C
YBR189W	YGR214W
YDR365C	YKL015W
YLL036C	YPL151C
YDL100C	YOL044W
YDR051C	YNL255C
YDR246W	YMR218C
YBR011C	YJL098W
YIL125W	YMR242C
YDR091C	YHR195W
YJR092W	YLL039C
YGL179C	YOR251C
YIL091C	YJL069C
YDR224C	YNL157W
YNL229C	YPL240C
YGL066W	YPL047W
YLL024C	YOL033W
YKL129C	YOR181W
YHR069C	YOL021C
YFL037W	YJL014W
YBL003C	YGR275W
YDR404C	YLR192C
YBL002W	YNL157W
YDR129C	YJL138C
YKL009W	YOL120C
YML008C	YOR117W
YDR116C	YNL185C
YNL255C	YOR239W
YFR004W	YJR123W
YGR252W	YHR041C
YJR002W	YNL096C
YHR052W	YLR449W
YJL014W	YJR090C
YDR513W	YLL039C
YKL166C	YLR043C
YJR002W	YKL099C
YBR251W	YDR036C
YBR189W	YJR123W
YDR247W	YGR200C
YKL062W	YNL136W
YDL031W	YKL009W
YJL052W	YLR320W
YNL255C	YOR117W
YOL025W	YOL133W
YEL022W	YJR077C
YKL068W	YPR119W
YEL017C-A	YPL227C
YLR153C	YLR259C
YAL024C	YGR234W
YGR130C	YMR031C
YCR030C	YPR152C
YBL020W	YDR479C
YLL039C	YNR007C
YGR135W	YPR103W
YDR412W	YLR075W
YBR142W	YGR085C
YIR010W	YOR127W
YGR113W	YLR423C
YMR242C	YNL255C
YHR052W	YMR229C
YNL289W	YOR032C
YBR200W	YPL045W
YDR169C	YLR249W
YOL127W	YOR063W
YCR021C	YLR332W
YDR496C	YKL014C
YFL050C	YHR135C
YAL035W	YGL158W
YDL100C	YOL111C
YLR457C	YPL255W
YIL156W	YLR014C
YDL146W	YKL070W
YGR281W	YLL039C
YJR076C	YJR092W
YBR031W	YHR197W
YKL186C	YOR098C
YDR092W	YNL116W
YDL207W	YJL041W
YDR443C	YMR112C
YKL125W	YML010W
YIL062C	YNL255C
YJL163C	YLL061W
YBL016W	YNL227C
YJL052W	YLL036C
YBL039C	YLR027C
YEL032W	YGL201C
YLL039C	YOL018C
YGL025C	YPR052C
YER148W	YNL138W
YMR146C	YOL061W
YCL011C	YHR196W
YEL032W	YPR135W
YKL068W	YPL125W
YLL026W	YLR249W
YDR299W	YPR152C
YBR109C	YOR326W
YER036C	YMR108W
YJL041W	YLR293C
YCR021C	YPL058C
YER059W	YPL046C
YMR118C	YPL134C
YCL032W	YER118C
YBL002W	YDR224C
YER118C	YKL221W
YJR145C	YML056C
YLL013C	YML091C
YFL038C	YKR068C
YGL066W	YMR223W
YHR135C	YNL073W
YGR186W	YPR152C
YJR072C	YNL289W
YBR106W	YGR138C
YKL061W	YNL255C
YJL034W	YJR009C
YML065W	YPL079W
YPL240C	YPR003C
YLR441C	YMR194W
YFR028C	YHR128W
YBR251W	YNR037C
YDR100W	YPL218W
YFR028C	YOR073W
YFR001W	YKL009W
YHR083W	YNL092W
YDR233C	YLL039C
YNL255C	YPR173C
YMR180C	YNL154C
YIR010W	YJL081C
YDR312W	YJL187C
YGL111W	YGR097W
YDR472W	YKR068C
YDR359C	YJR082C
YDR171W	YJR148W
YBR109C	YBR218C
YGL066W	YLL026W
YAR007C	YNL124W
YJL187C	YPR024W
YDR227W	YIL075C
YDR412W	YMR049C
YEL044W	YNL255C
YDR002W	YNL307C
YBL007C	YML075C
YBR042C	YNL154C
YFR028C	YPL269W
YHR135C	YMR297W
YDL190C	YMR276W
YIL094C	YJR123W
YNL255C	YOL129W
YNR010W	YPR168W
YDL055C	YFR004W
YGR085C	YLR441C
YAL054C	YAR035W
YFR004W	YPL240C
YDR297W	YEL002C
YDR101C	YHR085W
YCL037C	YDR293C
YHR104W	YNL154C
YCR086W	YIL152W
YDR130C	YIR010W
YCL056C	YNL131W
YDR388W	YNL206C
YDL075W	YIR010W
YGL031C	YLL039C
YCR063W	YML049C
YEL031W	YHR174W
YGR082W	YLR168C
YJL178C	YML018C
YGL116W	YOR026W
YBL052C	YOR064C
YCL014W	YLR058C
YCL024W	YER064C
YGR215W	YNR037C
YDR414C	YPL264C
YBR191W	YLR441C
YGL059W	YMR196W
YLR233C	YOR319W
YFR014C	YGR130C
YLR455W	YOR294W
YGR089W	YLR086W
YDR188W	YGL116W
YML111W	YMR229C
YFR031C-A	YJR123W
YNL027W	YNL154C
YDL015C	YGR284C
YDR293C	YOR204W
YDR036C	YIL093C
YPR093C	YPR187W
YAR007C	YJR144W
YNL307C	YOL125W
YJR009C	YML053C
YCL059C	YNL207W
YBL038W	YOR290C
YDL087C	YER165W
